function,protocol,direction,description,method_id
placeTriggerOrder,DRIFT,OUTGOING,Places trigger/conditional order,0x52a9c8e6
plantSeeds,CRYPTO_UNICORNS,OUTGOING,Plants resource seeds,0x1698ee82
plantSeeds,DEFI_KINGDOMS,OUTGOING,Plants seeds in garden,0x1698ee82
pledgeCollateral,FILECOIN,OUTGOING,Pledges mining collateral,0xa694fc3a
plot,MAKER,OUTGOING,Plans executive vote,0x4634691e
poke,SOLIDLY,OUTGOING,Updates vote weights,0x32145f90
positions,UNISWAP,NEUTRAL,Gets position information,0x99fbab88
positions_by_ids,UNISWAP,NEUTRAL,Gets positions by IDs,0x7e3235c2
post,LENS,OUTGOING,Creates new post,0x7c025200
post,LENS,OUTGOING,Creates post with actions,0x7c025200
postCollateral,IRONBANK,OUTGOING,Posts collateral to protocol,0x47e7ef24
previewDeposit,ERC4626,NEUTRAL,Simulates deposit,0xef8b30f7
previewMint,ERC4626,NEUTRAL,Simulates mint,0xb3d7f6b9
previewRedeem,ERC4626,NEUTRAL,Simulates redemption,0x4cdad506
previewWithdraw,ERC4626,NEUTRAL,Simulates withdrawal,0x0a28a477
processExpiredLocks,CONVEX,INCOMING,Processes expired locks,0x4ce38b5f
processExpiredLocksWithdraw,CONVEX,INCOMING,Withdraws expired locks,0x69328dec
processProof,AZTEC,OUTGOING,Processes verified proof,0x4ce38b5f
processRollup,AZTEC,OUTGOING,Processes rollup batch,0x4ce38b5f
proposalCreate,AAVE,OUTGOING,Creates new governance proposal,0x7d5e81e2
propose,DYDX,OUTGOING,Creates governance proposal,0xda95691a
propose,BANCOR,OUTGOING,Creates governance proposal,0xda95691a
propose,GNOSIS,OUTGOING,Creates governance proposal,0xda95691a
propose,DECENTRAL,OUTGOING,Creates proposal,0xda95691a
propose,ILLUVIUM,OUTGOING,Creates proposal,0xda95691a
propose,POCKET,OUTGOING,Creates proposal,0xda95691a
propose,INSURACE,OUTGOING,Creates proposal,0xda95691a
propose,UNSLASHED,OUTGOING,Creates proposal,0xda95691a
propose,BULLPERKS,OUTGOING,Creates proposal,0xda95691a
propose,BENQI,OUTGOING,Creates governance proposal,0xda95691a
propose,COMPOUND,OUTGOING,Creates proposal,0xda95691a
propose,FRAX,OUTGOING,Creates governance proposal,0xda95691a
propose,GRANARY,OUTGOING,Creates governance proposal,0xda95691a
propose,MAPLE,OUTGOING,Creates proposal,0xda95691a
propose,MAKER,OUTGOING,Creates proposal,0xda95691a
propose,RADIANT,OUTGOING,Creates governance proposal,0xda95691a
propose,DOPEX,OUTGOING,Creates proposal,0xda95691a
propose,HEGIC,OUTGOING,Creates proposal,0xda95691a
propose,LYRA,OUTGOING,Creates proposal,0xda95691a
propose,PREMIA,OUTGOING,Creates proposal,0xda95691a
propose,API3,OUTGOING,Creates DAO proposal,0xda95691a
propose,BAND,OUTGOING,Creates proposal,0xda95691a
propose,DIA,OUTGOING,Creates proposal,0xda95691a
propose,TELLOR,OUTGOING,Creates proposal,0xda95691a
propose,UMA,OUTGOING,Creates proposal,0xda95691a
propose,UMBRELLA,OUTGOING,Creates proposal,0xda95691a
propose,MONERO,OUTGOING,Creates proposal,0xda95691a
propose,RAILWAY,OUTGOING,Creates proposal,0xda95691a
propose,TORNADO,OUTGOING,Creates proposal,0xda95691a
propose,CENTRIFUGE,OUTGOING,Creates governance proposal,0xda95691a
propose,GOLDFINCH,OUTGOING,Creates proposal,0xda95691a
propose,TRUEFI,OUTGOING,Creates proposal,0xda95691a
propose,ANKR,OUTGOING,Creates proposal,0xda95691a
propose,OETH,OUTGOING,Creates proposal,0xda95691a
propose,STAKESTONE,OUTGOING,Creates proposal,0xda95691a
propose,STAKEWISE,OUTGOING,Creates proposal,0xda95691a
propose,SWELL,OUTGOING,Creates proposal,0xda95691a
propose,ALPACA,OUTGOING,Creates governance proposal,0xda95691a
propose,PIREX,OUTGOING,Creates proposal,0xda95691a
propose,YEARN,OUTGOING,Creates proposal,0xda95691a
proposeBribe,REDACTED,OUTGOING,Creates new bribe,0xda95691a
proposePrice,UMA,OUTGOING,Proposes price value,0x7535d246
proposePurchase,REDACTED,OUTGOING,Proposes asset purchase,0xda95691a
proposeUpdate,PYTH,OUTGOING,Proposes price update,0xda95691a
proposeVote,LIDO,OUTGOING,Creates new proposal,0xda95691a
proveWithdrawal,OPTIMISM,BOTH,Proves withdrawal validity,0x7c025200
provideLiquidity,ORBITER,OUTGOING,Provides bridge liquidity,0xe8e33700
provideLiquidity,BETSWIRL,OUTGOING,Provides bankroll liquidity,0xe8e33700
provideLiquidity,HEGIC,OUTGOING,Provides pool liquidity,0xe8e33700
provideQuote,HASHFLOW,OUTGOING,Provides RFQ quote,0x89f9aab7
publish,IPFS,OUTGOING,Publishes to topic,0x7535d246
publishMessage,WORMHOLE,OUTGOING,Publishes cross-chain message,0x9b3d47b4
publishName,IPFS,OUTGOING,Publishes IPNS name,0x1698ee82
publishSubgraph,THE_GRAPH,OUTGOING,Publishes new subgraph,0x1698ee82
purchase,ETH_GENERIC,OUTGOING,Purchases an NFT from the marketplace,0x64849142
purchaseCards,SPLINTERLANDS,OUTGOING,Purchases card packs,0x94b576de
purchaseItem,GALA,OUTGOING,Purchases game item,0x94b576de
purchaseLand,EMBER_SWORD,OUTGOING,Purchases land plot,0x8f38249c
purchaseLand,ILLUVIUM,OUTGOING,Purchases land plot,0x8f38249c
purchaseOption,RIBBON,OUTGOING,Buys option contract,0x8f38249c
purchaseOption,DOPEX,OUTGOING,Purchases option contract,0x8f38249c
purchasePolicy,UNSLASHED,OUTGOING,Purchases insurance policy,0x8f38249c
queue,TRUEFI,OUTGOING,Queues proposal,0xddf0b009
queue,YEARN,OUTGOING,Queues proposal,0xddf0b009
queueTransaction,AAVE,OUTGOING,Queues successful proposal,0x3a66f901
quote,LENS,OUTGOING,Creates quote post,0x4ce38b5f
quotePotentialSwap,WOMBAT,NEUTRAL,Gets quote for potential swap,0x9d2f32dd
raise,DECENTRAL,OUTGOING,Raises current bet,0x7535d246
rateByPath,BANCOR,NEUTRAL,Gets conversion rate for path,0x95e2c065
rateCredit,TRUEFI,OUTGOING,Rates borrower credit,0x9d2f32dd
readContract,ARWEAVE,NEUTRAL,Reads contract state,0x9d2f32dd
readDataFeed,API3,NEUTRAL,Reads oracle data feed,0x9d2f32dd
rebalance,TRUEFI,OUTGOING,Rebalances portfolio,0x4ce38b5f
rebalance,OETH,OUTGOING,Rebalances vault assets,0x4ce38b5f
rebalancePool,ACROSS,BOTH,Rebalances bridge pool,0x4ce38b5f
rebalanceStableBorrowRate,AAVE,BOTH,Rebalances the stable borrow rate of the user,0xcd112382
rebalanceStableBorrowRate,AAVE,BOTH,Rebalances the stable borrow rate of the user,0xcd112382
rebalanceVault,GAINS,BOTH,Rebalances vault assets,0x4ce38b5f
rebase,OETH,NEUTRAL,Performs rebase operation,0x4c1f00cc
recast,FARCASTER,OUTGOING,Recasts existing message,0x9b3d47b4
receive,LAYERZERO,INCOMING,Receives cross-chain message,0x7c025200
receiveMessage,LAYERZERO,INCOMING,Receives arbitrary message,0x7c025200
receiveMessage,WORMHOLE,INCOMING,Receives cross-chain message,0x7c025200
recollateralize,FRAX,OUTGOING,Adds collateral to protocol,0x47e7ef24
redeem,ARBITRUM,BOTH,Redeems retryable ticket,0xdb006a75
redeem,SYNAPSE,INCOMING,Redeems bridged tokens,0xdb006a75
redeem,AAVE,INCOMING,Redeems aTokens for underlying tokens,0xdb006a75
redeem,AAVE,INCOMING,Redeems staked tokens,0xdb006a75
redeem,COMPOUND,INCOMING,Redeems cTokens for assets,0xdb006a75
redeem,CREAM,INCOMING,Redeems underlying tokens,0xdb006a75
redeem,VENUS,INCOMING,Redeems vTokens for assets,0xdb006a75
redeem,NFTX,BOTH,Redeems vault tokens,0xdb006a75
redeem,CENTRIFUGE,INCOMING,Redeems pool investment,0xdb006a75
redeem,TRUEFI,INCOMING,Redeems portfolio tokens,0xdb006a75
redeem,OETH,INCOMING,Redeems OETH for ETH,0xdb006a75
redeem,ERC4626,INCOMING,Redeems vault shares,0xdb006a75
redeemAndRemove,NFTX,BOTH,Redeems and removes liquidity,0x4ce38b5f
redeemClaim,INSURACE,INCOMING,Redeems approved claim,0x4e71d92d
redeemClaim,NEXUS_MUTUAL,INCOMING,Redeems approved claim,0x4e71d92d
redeemLocal,STARGATE,INCOMING,Redeems tokens locally,0x7c025200
redeemNFT,PORTAL,INCOMING,Redeems bridged NFT,0x4c4a82f8
redeemOnEth,PORTAL,INCOMING,Redeems on Ethereum,0x7c025200
redeemPositions,GNOSIS,INCOMING,Redeems conditional token positions,0xdb1ca77f
redeemRemote,STARGATE,INCOMING,Redeems tokens on remote chain,0x4ce38b5f
redeemSCD,MAKER,INCOMING,Redeems Single Collateral DAI,0xdb006a75
redeemStake,AUGUR,INCOMING,Redeems staked REP after market resolution,0x8d2b24d8
redeemUnderlying,COMPOUND,OUTGOING,Redeems the underlying asset from cToken,0x852a12e3
redelegate,BAND,BOTH,Redelegates to new validator,0x4ce38b5f
redelegate,BINANCE,BOTH,Changes delegation,0x4ce38b5f
redelegate,MANTLE,BOTH,Redelegates to new validator,0x4ce38b5f
redelegateStake,BINANCE,BOTH,Redelegates stake to new validator,0x4ce38b5f
reducePosition,MYCELIUM,INCOMING,Reduces position size,0x0c49ccbe
refund,CELER,INCOMING,Refunds failed bridge,0x590e1ae3
refund,BULLPERKS,INCOMING,Claims refund for failed sale,0x590e1ae3
refund,GAMEFI,INCOMING,Claims refund for failed IGO,0x590e1ae3
refund,GAMESTARTER,INCOMING,Claims refund for failed IGO,0x590e1ae3
refundBet,BETSWIRL,INCOMING,Claims bet refund,0x590e1ae3
register,COINLIST,OUTGOING,Registers for sale whitelist,0x1698ee82
register,FARCASTER,OUTGOING,Registers new FID,0x1698ee82
registerBuilder,EDEN,OUTGOING,Registers as block builder,0x1698ee82
registerBuilder,FLASHBOTS,OUTGOING,Registers as block builder,0x1698ee82
registerChain,PORTAL,OUTGOING,Registers new chain,0x3a088cd2
registerCoordinator,ROOK,OUTGOING,Registers as MEV coordinator,0x1698ee82
registerDelegate,MAPLE,OUTGOING,Registers pool delegate,0x1698ee82
registerGatekeeper,CIVIC,OUTGOING,Registers new gatekeeper,0x3a088cd2
registerNode,ROCKETPOOL,OUTGOING,Registers new node,0x1698ee82
registerOperator,EIGENLAYER,OUTGOING,Registers as operator,0x1698ee82
registerOrb,WORLDCOIN,OUTGOING,Registers new Orb device,0x1698ee82
registerRelayer,LAYERZERO,OUTGOING,Registers new relayer,0x3a088cd2
registerSearcher,MANIFOLD,OUTGOING,Registers as MEV searcher,0x1698ee82
registerSHO,DAOMAKER,OUTGOING,Registers for Strong Holder Offering,0x1698ee82
registerSolver,COWSWAP,OUTGOING,Registers as solver,0x1698ee82
registerTournament,ZED_RUN,OUTGOING,Registers for tournament,0x9b3d47b4
registerUpkeep,CHAINLINK,OUTGOING,Registers new upkeep,0x6e04ff0d
registerValidator,UMBRELLA,OUTGOING,Registers as validator,0x1698ee82
registerValidator,BINANCE,OUTGOING,Registers as validator,0x1698ee82
registerValidator,MANTLE,OUTGOING,Registers new validator,0x1698ee82
registerValidator,STADER,OUTGOING,Registers new validator,0x1698ee82
registerValidator,SWELL,OUTGOING,Registers new validator,0x1698ee82
reinvest,INSURACE,OUTGOING,Reinvests pool earnings,0xf69e2046
reinvest,PIREX,OUTGOING,Reinvests earned rewards,0xf69e2046
reinvest,YIELD_YAK,OUTGOING,Reinvests earned rewards,0xf69e2046
reinvestFees,FRIEND_TECH,OUTGOING,Reinvests earned fees,0xf69e2046
reinvestRewards,BETSWIRL,OUTGOING,Reinvests earned rewards,0xf69e2046
reinvestRewards,INSURACE,OUTGOING,Reinvests earned rewards,0xf69e2046
reinvestRewards,UNSLASHED,OUTGOING,Reinvests earned rewards,0xf69e2046
reinvestRewards,LYRA,OUTGOING,Reinvests earned rewards,0xf69e2046
relay,CELER,BOTH,Relays bridge message,0x7c025200
relayBlock,BAND,OUTGOING,Relays oracle block,0x7535d246
relayMessage,OPTIMISM,BOTH,Relays message between layers,0x7c025200
relayTransaction,RAILWAY,OUTGOING,Relays private transaction,0x7535d246
remove_liquidity,CURVE,INCOMING,Removes liquidity proportionally,0x5b36389c
remove_liquidity,CURVE,INCOMING,Removes liquidity from pool,0x5b36389c
remove_liquidity_one_coin,CURVE,INCOMING,Removes liquidity in single token,0x1a4d01d2
remove_liquidity_one_coin,CURVE,INCOMING,Removes single token liquidity,0x1a4d01d2
remove_liquidity_one_coin,CURVE,INCOMING,Removes single token from tricrypto,0x1a4d01d2
removeCollateral,POLYNOMIAL,INCOMING,Removes collateral from position,0x69328dec
removeCollateral,SYNTHETIX,INCOMING,Removes SNX collateral,0x69328dec
removeCollateral,FRAX,INCOMING,Removes collateral from position,0x69328dec
removeConnection,BRIGHTID,OUTGOING,Removes user connection,0x2e1a7d4d
removeContext,BRIGHTID,OUTGOING,Removes verification context,0x5f7b8feb
removeDelegate,MAPLE,OUTGOING,Removes pool delegate,0x2e1a7d4d
removeLiquidity,ACROSS,INCOMING,Removes liquidity from bridge pool,0xbaa2abde
removeLiquidity,ACROSS,INCOMING,Removes liquidity from bridge pool V2,0xbaa2abde
removeLiquidity,ALLBRIDGE,INCOMING,Removes liquidity from bridge pool,0xbaa2abde
removeLiquidity,CELER,INCOMING,Removes liquidity from bridge,0xbaa2abde
removeLiquidity,HOP,INCOMING,Removes liquidity from bridge pool,0xbaa2abde
removeLiquidity,HOP,INCOMING,Removes liquidity from bridge pool V2,0xbaa2abde
removeLiquidity,MULTICHAIN,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,STARGATE,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SYMBIOSIS,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SYNAPSE,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,DRIFT,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,GMX,INCOMING,Removes liquidity from GLP,0x39603469
removeLiquidity,LEVEL,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,MYCELIUM,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,VELA,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,BANCOR,INCOMING,Removes liquidity from pool,0x32f6e3a8
removeLiquidity,BEETHOVEN,INCOMING,Removes liquidity from specific pool,0xbaa2abde
removeLiquidity,BISWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,CAMELOT,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,CHRONOS,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,DYSTOPIA,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,HASHFLOW,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,KYBERSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,LOOPRING,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,MAVERICK,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,MAVERICK,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,MESH_SWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,MIX_SWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,PANCAKESWAP,INCOMING,Removes liquidity from token pair,0xbaa2abde
removeLiquidity,PLATYPUS,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,QUICKSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,RAMSES,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,RAYDIUM,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SOLIDLY,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SPIRITSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SPOOKYSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SUSHISWAP,INCOMING,Removes liquidity from token pair,0xbaa2abde
removeLiquidity,SUSHISWAP,INCOMING,Removes concentrated liquidity from pool,0x0c49ccbe
removeLiquidity,TRADERJOE,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,UNISWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,UNISWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,VELODROME,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,VULPEFI,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,WOMBAT,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,ZERION,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,ZYBERSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,POLYMARKET,INCOMING,Removes liquidity from market,0xbaa2abde
removeLiquidity,NFTX,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,SUDOSWAP,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,LYRA,INCOMING,Removes liquidity from pool,0xbaa2abde
removeLiquidity,PREMIA,INCOMING,Removes pool liquidity,0xbaa2abde
removeLiquidity,MONERO,INCOMING,Removes bridge liquidity,0xbaa2abde
removeLiquidity,ZCASH,INCOMING,Removes bridge liquidity,0xbaa2abde
removeLiquidity,STAKEWISE,INCOMING,Removes pool liquidity,0xbaa2abde
removeLiquidityAVAX,TRADERJOE,INCOMING,Removes liquidity to AVAX,0x02751cec
removeLiquidityBinning,MAVERICK,INCOMING,Removes binned liquidity,0x5312ea8e
removeLiquidityBinning,MAVERICK,INCOMING,Removes binned liquidity,0x5312ea8e
removeLiquidityBNB,BISWAP,INCOMING,Removes liquidity to BNB,0x02751cec
removeLiquidityETH,CAMELOT,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,CHRONOS,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,DYSTOPIA,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,PANCAKESWAP,INCOMING,Removes liquidity to BNB,0x02751cec
removeLiquidityETH,QUICKSWAP,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,RAMSES,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,SUSHISWAP,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,UNISWAP,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETH,ZYBERSWAP,INCOMING,Removes liquidity to ETH,0x02751cec
removeLiquidityETHWithPermit,UNISWAP,INCOMING,Removes ETH liquidity with permit,0xded9382a
removeLiquidityFTM,SPIRITSWAP,INCOMING,Removes liquidity to FTM,0x02751cec
removeLiquidityFTM,SPOOKYSWAP,INCOMING,Removes liquidity to FTM,0x02751cec
removeLiquidityMATIC,MESH_SWAP,INCOMING,Removes liquidity to MATIC,0x02751cec
removeLiquidityNative,WOMBAT,INCOMING,Removes native token liquidity,0x02751cec
removeLiquidityWithPermit,UNISWAP,INCOMING,Removes liquidity using permit,0x2195995c
removeMargin,HUBBLE,INCOMING,Removes margin from position,0x69328dec
removeMargin,PERPETUAL,INCOMING,Removes margin from position,0x69328dec
removeMargin,ROLLBIT,INCOMING,Removes position margin,0x69328dec
removeNFT,SUDOSWAP,INCOMING,Removes NFT from pool,0x69328dec
removeOwner,GNOSIS,OUTGOING,Removes Safe owner,0xf8dc5dd9
removePinningService,IPFS,OUTGOING,Removes pinning service,0x2e1a7d4d
removeRelayer,LAYERZERO,OUTGOING,Removes existing relayer,0x5f7b8feb
removeStaticLiquidity,KYBERSWAP,INCOMING,Removes static liquidity from pool,0x5c11d795
removeStorage,FARCASTER,OUTGOING,Removes storage provider,0x69328dec
removeStrategy,YEARN,OUTGOING,Removes strategy,0x2e1a7d4d
removeStrategy,YEARN,OUTGOING,Removes strategy,0x2e1a7d4d
removeVerification,FARCASTER,OUTGOING,Removes address verification,0x5f7b8feb
renewCover,INSURACE,OUTGOING,Renews existing coverage,0x7535d246
renewPolicy,UNSLASHED,OUTGOING,Renews existing policy,0x7535d246
rentCard,SPLINTERLANDS,BOTH,Rents card to/from others,0x7c025200
rentHero,DEFI_KINGDOMS,BOTH,Rents hero temporarily,0x7c025200
rentHero,THETAN_ARENA,BOTH,Rents hero to/from others,0x7c025200
rentPega,PEGAXY,BOTH,Rents Pega to/from others,0x7c025200
repairShip,STAR_ATLAS,OUTGOING,Repairs damaged ship,0x7535d246
repay,DYDX,OUTGOING,Repays margin loan,0x573ade81
repay,TRADERJOE,OUTGOING,Repays borrowed assets,0x573ade81
repay,AAVE,OUTGOING,Repays borrowed tokens,0x5ceae9c4
repay,AAVE,OUTGOING,Repays a borrowed amount on the specific reserve,0x573ade81
repay,AAVE,OUTGOING,Repays a borrowed amount,0x573ade81
repay,BENQI,OUTGOING,Repays borrowed assets,0x0e752702
repay,COMPOUND,OUTGOING,Repays borrowed assets,0x0e752702
repay,CREAM,OUTGOING,Repays borrowed assets,0x0e752702
repay,EULER,OUTGOING,Repays borrowed assets,0x0e752702
repay,FRAX,OUTGOING,Repays borrowed FRAX,0x573ade81
repay,GEIST,OUTGOING,Repays borrowed assets,0x573ade81
repay,GRANARY,OUTGOING,Repays borrowed assets,0x573ade81
repay,HUNDRED,OUTGOING,Repays borrowed assets,0x573ade81
repay,IRONBANK,OUTGOING,Repays borrowed assets,0x573ade81
repay,MORPHO,OUTGOING,Repays borrowed assets,0x573ade81
repay,RADIANT,OUTGOING,Repays borrowed assets,0x573ade81
repay,VENUS,OUTGOING,Repays borrowed assets,0x573ade81
repay,ALPACA,OUTGOING,Repays borrowed assets,0x573ade81
repayBorrow,COMPOUND,OUTGOING,Repays borrowed assets,0x0e752702
repayETH,AAVE,OUTGOING,Repays borrowed ETH to the protocol,0x563dd613
repayLoan,MAPLE,OUTGOING,Repays active loan,0x573ade81
repayLoan,BLUR,OUTGOING,Repays NFT loan,0x573ade81
repayLoan,GOLDFINCH,OUTGOING,Repays active loan,0x573ade81
repayLoan,TRUEFI,OUTGOING,Repays active loan,0x573ade81
repayWithATokens,AAVE,OUTGOING,Repays borrow using aTokens,0x2dad97d4
repayWithPermit,AAVE,OUTGOING,Repays with permit signature,0x94b576de
replaceOwner,GNOSIS,OUTGOING,Replaces Safe owner,0xe20056e6
replayMessage,OPTIMISM,OUTGOING,Replays failed message,0x2f4f5cc5
reply,FARCASTER,OUTGOING,Replies to cast,0x7535d246
reportingParticipantDisavow,AUGUR,OUTGOING,Allows reporting participant to disavow during fork,0x969b8353
reportPayouts,GNOSIS,OUTGOING,Reports condition payouts,0x1626ba7e
requestData,API3,OUTGOING,Requests oracle data,0x9b3d47b4
requestData,BAND,OUTGOING,Requests oracle data,0x9b3d47b4
requestForQuote,HASHFLOW,NEUTRAL,Requests RFQ quote,0x9d2f32dd
requestL2Transaction,ARBITRUM,OUTGOING,Requests L2 transaction execution,0x7c025200
requestLoan,MAPLE,OUTGOING,Requests pool loan,0x7535d246
requestPrice,UMA,OUTGOING,Requests price data,0x9b3d47b4
requestQuote,HASHFLOW,NEUTRAL,Requests trading quote,0x9d2f32dd
requestQuote,ZEROEX,NEUTRAL,Requests quote for trade,0x9d2f32dd
requestRandomness,CHAINLINK,OUTGOING,Requests random number,0x9b3d47b4
requestRandomWords,CHAINLINK,OUTGOING,Requests multiple randoms,0x9b3d47b4
requestStakingWithdraw,TELLOR,OUTGOING,Requests stake withdrawal,0x0c49ccbe
requestWithdrawal,STADER,OUTGOING,Requests withdrawal of stake,0x0c49ccbe
requestWithdrawal,STAKESTONE,OUTGOING,Requests withdrawal,0x0c49ccbe
requestWithdrawal,STAKEWISE,OUTGOING,Requests ETH withdrawal,0x0c49ccbe
requestWithdrawals,LIDO,OUTGOING,Requests withdrawal of staked ETH,0x0c49ccbe
reserveSlot,EDEN,OUTGOING,Reserves block builder slot,0x1698ee82
reset,SOLIDLY,OUTGOING,Resets vote weights,0xd826f88f
resetPool,DODO,OUTGOING,Resets pool parameters,0x44c0bd98
resetTokenRoyalty,ERC2981,OUTGOING,Resets token royalty,0x0cad0bfa
resolveMarket,POLYMARKET,OUTGOING,Resolves market outcome,0x7535d246
resolveName,IPFS,NEUTRAL,Resolves IPNS name,0x9d2f32dd
restake,BANCOR,OUTGOING,Restakes rewards back into protocol,0x7b24a5fd
restake,ANKR,OUTGOING,Restakes earned rewards,0x7b24a5fd
restake,EIGENLAYER,OUTGOING,Restakes existing deposits,0x7b24a5fd
restake,MANTLE,OUTGOING,Restakes earned rewards,0x7b24a5fd
restakeRewards,AXIE,OUTGOING,Restakes earned rewards,0x7b24a5fd
retrieveData,FILECOIN,INCOMING,Retrieves stored data,0x69328dec
retrieveData,TELLOR,NEUTRAL,Gets oracle data,0x9d2f32dd
retryMessage,LAYERZERO,OUTGOING,Retries failed message,0x2f4f5cc5
revealVote,UMA,OUTGOING,Reveals committed vote,0x7535d246
revert,SYMBIOSIS,INCOMING,Reverts failed bridge transaction,0x590e1ae3
revokeAccess,GOLDFINCH,OUTGOING,Revokes member access,0x2e1a7d4d
revokeClaim,POLYGONID,OUTGOING,Revokes existing claim,0x5f7b8feb
revokeCredential,WORLDCOIN,OUTGOING,Revokes identity credential,0x5f7b8feb
revokeIdentity,POLYGONID,OUTGOING,Revokes existing identity,0x2e1a7d4d
revokeIdentity,WORLDCOIN,OUTGOING,Revokes existing identity,0x2e1a7d4d
revokeProof,POLYGONID,OUTGOING,Revokes generated proof,0x2e1a7d4d
revokeProof,WORLDCOIN,OUTGOING,Revokes generated proof,0x2e1a7d4d
robustSwapNFT,SUDOSWAP,BOTH,Executes atomic NFT swap,0x4ce38b5f
rollPosition,DOPEX,BOTH,Rolls vault position,0x4ce38b5f
routerSwap,DODO,BOTH,Performs router swap,0x7c025200
routeSwap,MIX_SWAP,BOTH,Executes routed swap,0x7c025200
routeSwap,RAYDIUM,BOTH,Executes routed swap,0x7c025200
royaltyInfo,ERC2981,NEUTRAL,Gets royalty information,0x2a55205a
safeBatchTransferFrom,ERC1155,OUTGOING,Transfers multiple tokens,0x2eb2c2d6
safeMint,ERC721,OUTGOING,Safely mints new NFT,0x40d097c3
safeTransferFrom,ERC1155,OUTGOING,Safely transfers tokens,0xf242432a
safeTransferFrom,ERC721,OUTGOING,Safely transfers NFT,0x42842e0e
salvageItem,BIGTIME,BOTH,Salvages item for materials,0x4ce38b5f
seizeCollateral,IRONBANK,BOTH,Seizes collateral in liquidation,0x96cd4ddb
sell,RARIBLE,OUTGOING,Creates sell order,0x6c1aaf13
sellChips,DECENTRAL,INCOMING,Sells casino chips,0x454a2ab3
sellHorse,ZED_RUN,INCOMING,Sells horse NFT,0x454a2ab3
sellItem,GALA,INCOMING,Sells game item,0x454a2ab3
sellLand,AXIE,INCOMING,Sells Lunacia land,0x454a2ab3
sellOption,DOPEX,INCOMING,Sells option position,0x454a2ab3
sellOption,HEGIC,INCOMING,Sells option position,0x454a2ab3
sellOption,PREMIA,INCOMING,Sells option position,0x454a2ab3
sellOption,JONES,INCOMING,Sells option contract,0x454a2ab3
sellOutcome,POLYMARKET,INCOMING,Sells market outcome tokens,0x454a2ab3
sellShares,DODO,INCOMING,Sells pool shares,0x454a2ab3
sellShares,FRIEND_TECH,INCOMING,Sells user shares,0x454a2ab3
sellToVending,DODO,INCOMING,Sells to vending machine,0x3fdddaa2
send,CELER,OUTGOING,Sends tokens across bridge,0x9b3d47b4
send,HOP,OUTGOING,Sends tokens across bridge,0x9b3d47b4
send,HOP,OUTGOING,Sends tokens across bridge V2,0x9b3d47b4
send,LAYERZERO,OUTGOING,Sends message across chains,0x9b3d47b4
